jgagnant,tropheesg,cg1,cg2,cg3,cg4,cg5,cg6,cg7,cg8,jperdant,tropheesp,cp1,cp2,cp3,cp4,cp5,cp6,cp7,cp8
#JJVQ8JQ2L,5890,Valkyrie,Skeleton Army,The Log,Dark Prince,Musketeer,Princess,Goblin Cage,Mini P.E.K.K.A,#9QULQCUVG,3552,Mega Knight,Hog Rider,Prince,Hunter,Inferno Dragon,Bomber,Freeze,Zap
#JJVQ8JQ2L,5890,Cannon Cart,Mini P.E.K.K.A,Archer Queen,Freeze,Miner,Ice Spirit,Royal Giant,Heal Spirit,#9QULQCUVG,3552,Lava Hound,Hog Rider,Skeletons,Monk,Magic Archer,Goblin Barrel,Minions,Arrows
#JJVQ8JQ2L,5861,Valkyrie,Skeleton Army,The Log,Dark Prince,Musketeer,Princess,Goblin Cage,Mini P.E.K.K.A,#C228L8CGJ,5860,Goblin Barrel,Ram Rider,Witch,Barbarian Barrel,Baby Dragon,Cannon,Skeleton Army,Knight
#JJVQ8JQ2L,5832,Valkyrie,Skeleton Army,The Log,Dark Prince,Musketeer,Princess,Goblin Cage,Mini P.E.K.K.A,#UUGUG2GPQ,5824,Archers,Mega Knight,Wizard,Skeleton Army,Ice Spirit,Mini P.E.K.K.A,Hog Rider,Inferno Tower
#JJVQ8JQ2L,5806,Valkyrie,Skeleton Army,The Log,Dark Prince,Musketeer,Princess,Goblin Cage,Mini P.E.K.K.A,#V0L2YQU9L,5768,Royal Hogs,Knight,Clone,Executioner,Bowler,Firecracker,Mirror,Mega Knight
#JJVQ8JQ2L,5776,Valkyrie,Skeleton Army,The Log,Dark Prince,Musketeer,Princess,Goblin Cage,Mini P.E.K.K.A,#J8JLJ80YU,5781,Skeletons,Cannon,Ice Spirit,Ice Golem,The Log,Musketeer,Hog Rider,Fireball
#JJVQ8JQ2L,5747,Valkyrie,Skeleton Army,The Log,Dark Prince,Musketeer,Princess,Goblin Cage,Mini P.E.K.K.A,#R28LVPRYC,5743,Barbarians,Mother Witch,Mini P.E.K.K.A,The Log,Cannon,Arrows,Knight,Goblin Barrel
#JJVQ8JQ2L,5717,Valkyrie,Skeleton Army,The Log,Dark Prince,Musketeer,Princess,Goblin Cage,Mini P.E.K.K.A,#CU08CPCG0,5720,Balloon,Mega Knight,Rage,Arrows,Royal Giant,Knight,Skeleton Army,Mini P.E.K.K.A
#JJVQ8JQ2L,5686,Valkyrie,Skeleton Army,The Log,Dark Prince,Musketeer,Princess,Goblin Cage,Mini P.E.K.K.A,#UPGUJUVYL,5702,Fireball,Firecracker,Goblin Gang,Ice Spirit,Royal Hogs,Valkyrie,Mini P.E.K.K.A,Cannon
#JJVQ8JQ2L,5657,Valkyrie,Skeleton Army,The Log,Dark Prince,Musketeer,Princess,Goblin Cage,Mini P.E.K.K.A,#YVP28CVV8,5653,Mega Knight,Baby Dragon,Witch,The Log,Princess,Bandit,Electro Wizard,Vines
#JJVQ8JQ2L,5628,Valkyrie,Skeleton Army,The Log,Dark Prince,Musketeer,Princess,Goblin Cage,Mini P.E.K.K.A,#90Q9RVUVQ,5620,Ice Spirit,Wizard,Prince,Firecracker,Bomber,Golden Knight,The Log,Royal Ghost
#J98GLYYL9,5669,Goblin Curse,Princess,Inferno Dragon,Goblin Barrel,Wizard,Mega Knight,Skeleton Army,Wall Breakers,#JJVQ8JQ2L,5656,Valkyrie,Skeleton Army,The Log,Dark Prince,Musketeer,Princess,Goblin Cage,Mini P.E.K.K.A
#JJVQ8JQ2L,5625,Valkyrie,Skeleton Army,The Log,Dark Prince,Musketeer,Princess,Goblin Cage,Mini P.E.K.K.A,#V2RUG0LV0,5647,P.E.K.K.A,Mega Knight,Skeletons,Knight,Minions,Ice Wizard,Rage,Vines
#JJVQ8JQ2L,5594,Valkyrie,Skeleton Army,The Log,Dark Prince,Musketeer,Princess,Goblin Cage,Mini P.E.K.K.A,#V8L0Y0RL9,5616,Guards,Hog Rider,Baby Dragon,Vines,Fireball,Cannon,Musketeer,Royal Delivery
#JJVQ8JQ2L,5567,Valkyrie,Skeleton Army,The Log,Dark Prince,Musketeer,Princess,Goblin Cage,Mini P.E.K.K.A,#92Y8RJCR,5541,Mother Witch,Royal Recruits,Dart Goblin,Witch,Wall Breakers,Skeleton Army,Valkyrie,Royal Hogs
#20JVV0C9LR,5595,Goblin Barrel,Cannon,Dart Goblin,Zap,Barbarian Barrel,Firecracker,Goblin Gang,Mega Knight,#JJVQ8JQ2L,5597,Valkyrie,Skeleton Army,The Log,Dark Prince,Musketeer,Princess,Goblin Cage,Mini P.E.K.K.A
#PQGVQ0URP,5530,Electro Giant,Miner,Fire Spirit,Mini P.E.K.K.A,Fireball,Giant Snowball,Firecracker,Graveyard,#PURCPRYVV,5554,Goblin Giant,Three Musketeers,Baby Dragon,Night Witch,Arrows,Valkyrie,The Log,Balloon
#9PRVURYG,5388,Baby Dragon,Wizard,Bandit,Ice Wizard,Bomb Tower,Goblin Gang,Arrows,Mega Knight,#PURCPRYVV,5554,Miner,Mega Knight,Wizard,Zap,Knight,Golem,Goblin Hut,Lumberjack
#LUPLRQP90,5500,Skeleton Barrel,Hog Rider,Valkyrie,Minions,Witch,The Log,Bomber,Wizard,#PURCPRYVV,5554,Barbarians,Royal Ghost,Witch,Magic Archer,Electro Giant,Princess,Prince,Musketeer
#UG2PCU29V,4835,Wizard,Sparky,Zappies,Executioner,Mini P.E.K.K.A,X-Bow,Goblin Drill,Skeleton Army,#20G9YV9CUQ,4835,Skeleton Army,Spear Goblins,Royal Giant,Bats,Mega Knight,Skeleton Barrel,Firecracker,Arrows
#UG2PCU29V,4805,Wizard,Sparky,Zappies,Executioner,Mini P.E.K.K.A,X-Bow,Goblin Drill,Skeleton Army,#VPCULR8Q0,4805,P.E.K.K.A,Golem,Three Musketeers,Sparky,Elite Barbarians,Royal Recruits,Mega Knight,Electro Giant
#UG2PCU29V,4775,Wizard,Sparky,Zappies,Executioner,Mini P.E.K.K.A,X-Bow,Mortar,Skeleton Army,#VPU0Y2V0L,4775,Balloon,Valkyrie,Guards,Lava Hound,Inferno Dragon,Skeleton Dragons,Fireball,Zap
#VPY82YGP0,4805,Princess,Elite Barbarians,Bandit,Royal Recruits,Royal Ghost,Wall Breakers,Magic Archer,Goblin Drill,#UG2PCU29V,4805,Wizard,Sparky,Zappies,Executioner,Mini P.E.K.K.A,X-Bow,Mortar,Skeleton Army
#20PGVUY0QV,4835,Dart Goblin,Goblin Gang,Bats,Mega Knight,Skeleton Barrel,Goblin Cage,Goblin Barrel,Zap,#UG2PCU29V,4835,Wizard,Sparky,Zappies,Executioner,Mini P.E.K.K.A,X-Bow,Mortar,Skeleton Army
#UG2PCU29V,4805,Wizard,Sparky,Zappies,Executioner,Mini P.E.K.K.A,X-Bow,Mortar,Skeleton Army,#V9VL922LU,4805,Giant,Skeleton Army,Mini P.E.K.K.A,Minion Horde,Sparky,Bats,Arrows,Zap
#UG2PCU29V,4775,Wizard,Sparky,Zappies,Barbarian Hut,Mini P.E.K.K.A,X-Bow,Mortar,Skeleton Army,#VYQV0Y8YR,4775,Giant,Minions,Witch,Guards,Miner,Bowler,Arrows,Giant Snowball
#20G8C8V80U,4799,Baby Dragon,Rage,Mini P.E.K.K.A,Vines,Mighty Miner,Skeleton Army,Cannon,Arrows,#UG2PCU29V,4805,Wizard,Sparky,Zappies,Barbarian Hut,Mini P.E.K.K.A,X-Bow,Mortar,Skeleton Army
#UG2PCU29V,4777,Wizard,Sparky,Zappies,Barbarian Hut,Mini P.E.K.K.A,X-Bow,Mortar,Skeleton Army,#VUUGU0JV0,4757,Lumberjack,Princess,Goblin Gang,Mega Knight,Electro Wizard,Fireball,Ice Wizard,Minions
#UG2PCU29V,4749,Wizard,Sparky,Zappies,Barbarian Hut,Mini P.E.K.K.A,X-Bow,Mortar,Skeleton Army,#CQG0UUU89,4726,Skeletons,The Log,Archers,Tesla,Fireball,X-Bow,Electro Spirit,Knight
#UG2PCU29V,4719,Wizard,Sparky,Zappies,Barbarian Hut,Mini P.E.K.K.A,X-Bow,Mortar,Skeleton Army,#V8YQCRGLQ,4719,Dark Prince,Sparky,Mega Minion,Hunter,Goblin Giant,Lightning,Barbarian Barrel,Giant Snowball
#VJU2Q9L0J,4749,Witch,Valkyrie,Skeleton Army,Baby Dragon,Mini P.E.K.K.A,Mega Knight,Firecracker,Goblin Barrel,#UG2PCU29V,4749,Wizard,Sparky,Zappies,Barbarian Hut,Mini P.E.K.K.A,X-Bow,Mortar,Skeleton Army
#9YJCVJGYC,3738,Skeleton Army,Goblin Barrel,Wizard,Prince,Arrows,Goblin Hut,Furnace,Witch,#VGPCVVJVL,3754,Knight,Cannon,Goblin Barrel,Dart Goblin,Valkyrie,Fireball,Furnace,Prince
#VGPCVVJVL,3728,Ice Golem,Musketeer,Cannon,Zap,Fireball,Skeletons,Hog Rider,Ice Spirit,#UQLUQC8UG,3691,Baby Dragon,Miner,Goblin Gang,Dark Prince,Goblin Barrel,Knight,Barbarian Barrel,Goblin Hut
#U2CRV2Q8Q,3758,Ice Golem,Musketeer,Cannon,The Log,Fireball,Skeletons,Hog Rider,Ice Spirit,#VGPCVVJVL,3757,Skeleton Army,Goblin Gang,Zap,Witch,Cannon,Valkyrie,Goblin Barrel,Baby Dragon
#GPPQGC0L,6421,Prince,Bandit,Tornado,Witch,Balloon,Inferno Dragon,Goblin Barrel,Bomber,#VGPCVVJVL,3757,Witch,Prince,Hog Rider,Zap,Spear Goblins,Cannon,Minions,Freeze
#VGPCVVJVL,3757,Skeleton Army,Sparky,Vines,Hunter,Bomb Tower,Dart Goblin,Skeleton Barrel,Arrows,#2088RLGRVU,5261,Lightning,Arrows,Flying Machine,Royal Ghost,Ice Spirit,Electro Giant,Tesla,Furnace
#VGPCVVJVL,3727,Skeleton Army,Goblin Gang,Zap,Witch,Cannon,Valkyrie,Goblin Barrel,Baby Dragon,#RVRCJ08RV,3727,Miner,Skeleton Army,Mini P.E.K.K.A,Valkyrie,Princess,Cannon,Bomb Tower,Wizard
#VGPCVVJVL,3695,Skeleton Army,Goblin Gang,Zap,Witch,Cannon,Valkyrie,Goblin Barrel,Baby Dragon,#VCUVV9G9G,3719,Goblin Barrel,Skeleton Army,Hog Rider,Cannon,Baby Dragon,Dart Goblin,The Log,Vines
#VGPCVVJVL,3665,Skeleton Army,Goblin Gang,Zap,Witch,Cannon,Valkyrie,Goblin Barrel,Baby Dragon,#ULRVCL0QY,3675,Goblin Barrel,Miner,Cannon,Skeleton Army,Ice Spirit,Wizard,Musketeer,Spear Goblins
#VGPCVVJVL,3634,Skeleton Army,Goblin Gang,Zap,Witch,Cannon,Valkyrie,Goblin Barrel,Baby Dragon,#UUV80GJCG,3648,Valkyrie,Wizard,Dart Goblin,Hog Rider,Knight,Zap,Ice Spirit,Skeleton Army
#VGPCVVJVL,3603,Skeleton Army,Goblin Gang,Zap,Witch,Cannon,Valkyrie,Goblin Barrel,Baby Dragon,#L2QPJPCGL,3615,Mini P.E.K.K.A,Cannon,Goblin Barrel,Hog Rider,Baby Dragon,Witch,The Log,Fire Spirit
#VGPCVVJVL,3576,Skeleton Army,Goblin Gang,Zap,Witch,Cannon,Valkyrie,Goblin Barrel,Baby Dragon,#VPQVCYJ0G,3550,Goblin Barrel,P.E.K.K.A,Skeletons,Electro Spirit,Mega Knight,Inferno Dragon,Barbarian Barrel,Cannon
#VGPCVVJVL,3546,Skeleton Army,Goblin Gang,Zap,Witch,Cannon,Valkyrie,Goblin Barrel,Baby Dragon,#202UC99888,3550,P.E.K.K.A,Minions,Witch,Valkyrie,Guards,Dart Goblin,Arrows,Giant Snowball
#VGPCVVJVL,3519,Skeleton Army,Goblin Gang,Zap,Witch,Cannon,Valkyrie,Goblin Barrel,Baby Dragon,#V8LPV0U09,3490,Balloon,Dart Goblin,Prince,Valkyrie,Mini P.E.K.K.A,Skeletons,Arrows,Cannon
#VGPCVVJVL,3490,Skeleton Army,Goblin Gang,Zap,Witch,Cannon,Valkyrie,Goblin Barrel,Baby Dragon,#V9G8Q8Y89,3488,Hunter,Baby Dragon,Valkyrie,Skeleton Army,Balloon,Goblin Barrel,Prince,Wizard
#VGPCVVJVL,3460,Skeleton Army,Goblin Gang,Zap,Witch,Cannon,Valkyrie,Goblin Barrel,Baby Dragon,#ULV00CLLY,3467,Royal Giant,Knight,Goblin Gang,Witch,Goblin Hut,Ice Spirit,Inferno Dragon,Giant Snowball
#VGPCVVJVL,3431,Skeleton Army,Goblin Gang,Zap,Witch,Cannon,Valkyrie,Goblin Barrel,Baby Dragon,#V2JYPJRL9,3429,Inferno Dragon,Electro Spirit,Valkyrie,Dart Goblin,Arrows,Prince,Skeleton Army,Fireball
#UQP0L2YUQ,3463,Goblin Barrel,Goblin Gang,Arrows,Witch,Cannon,Valkyrie,Skeleton Army,Baby Dragon,#VGPCVVJVL,3460,Knight,Cannon,Dart Goblin,Prince,Goblin Barrel,Vines,Goblin Gang,Arrows
#VGPCVVJVL,3430,Knight,Cannon,Dart Goblin,Prince,Goblin Barrel,Vines,Goblin Gang,Arrows,#U20QG899J,3430,Prince,Ram Rider,Baby Dragon,Cannon,Fireball,Witch,Goblin Barrel,Musketeer
#VGPCVVJVL,3400,Knight,Cannon,Dart Goblin,Prince,Goblin Barrel,Vines,Goblin Gang,Arrows,#80P99UPC2,3400,Skeletons,Ice Spirit,Cannon,Fireball,Barbarian Barrel,Musketeer,Ice Golem,Hog Rider
#UCU02JLUV,3400,Wizard,Hog Rider,Freeze,Arrows,Witch,Valkyrie,Mini P.E.K.K.A,Skeleton Army,#VGPCVVJVL,3400,Knight,Cannon,Dart Goblin,Prince,Goblin Barrel,Vines,Goblin Gang,Arrows
#VC8Y9CPJR,3400,Baby Dragon,Witch,Royal Recruits,Inferno Dragon,Goblin Gang,Valkyrie,Wizard,Barbarians,#VGPCVVJVL,3417,Dart Goblin,Zap,Wizard,Prince,Hog Rider,Cannon,Goblin Gang,Vines
#U0R0QC9PU,3468,Skeleton Army,Zap,Mini P.E.K.K.A,Dart Goblin,Valkyrie,Hog Rider,Balloon,Spear Goblins,#VGPCVVJVL,3445,Cannon,Dart Goblin,Musketeer,Ice Spirit,Hog Rider,Fireball,Knight,Dark Prince
#V9VRRPQUU,3469,Knight,Skeleton Army,Barbarians,Royal Hogs,Archers,Goblin Barrel,Skeleton Dragons,Witch,#VGPCVVJVL,3475,Dart Goblin,Zap,Wizard,Prince,Hog Rider,Cannon,Goblin Gang,Vines
#VGPCVVJVL,3444,Dart Goblin,Zap,Wizard,Prince,Hog Rider,Cannon,Goblin Gang,Vines,#209UYLY902,3457,Knight,Cannon,Wizard,Electro Spirit,Guards,Battle Ram,Valkyrie,Mini P.E.K.K.A
#VGPCVVJVL,3412,Dart Goblin,Zap,Wizard,Prince,Hog Rider,Cannon,Goblin Gang,Vines,#VQ9JQ890G,3442,Baby Dragon,Archers,Mini P.E.K.K.A,Skeletons,Goblin Barrel,Musketeer,Skeleton Dragons,Cannon
#VGPCVVJVL,3381,Dart Goblin,Zap,Wizard,Prince,Hog Rider,Cannon,Goblin Gang,Vines,#CYLJ8LCJU,3400,Mini P.E.K.K.A,Barbarian Barrel,Mega Minion,Miner,Fireball,Baby Dragon,Hog Rider,Dart Goblin
#VGPCVVJVL,3352,Dart Goblin,Zap,Wizard,Prince,Hog Rider,Cannon,Goblin Gang,Vines,#20JLCYPLY2,3349,Mini P.E.K.K.A,Inferno Dragon,Skeletons,Zap,Fireball,Knight,Witch,Archers
#VGPCVVJVL,3323,Dart Goblin,Zap,Wizard,Prince,Hog Rider,Cannon,Goblin Gang,Vines,#VYYVY9GQP,3312,Skeleton Army,Goblin Barrel,Mini P.E.K.K.A,Cannon,Hog Rider,Zap,Valkyrie,Witch
#VGPCVVJVL,3295,Dart Goblin,Zap,Wizard,Prince,Hog Rider,Cannon,Goblin Gang,Vines,#VCR0RYP8R,3283,Hog Rider,Prince,Skeleton Army,Witch,Wizard,Fireball,Arrows,Inferno Dragon
#V0CL8VL0R,3334,Archers,Inferno Tower,Knight,Hog Rider,Arrows,Skeleton Army,Executioner,Inferno Dragon,#VGPCVVJVL,3324,Dart Goblin,Zap,Furnace,Prince,Hog Rider,Cannon,Goblin Gang,Vines
#JV0RQQVQP,11055,P.E.K.K.A,Valkyrie,Zap,Vines,Balloon,Wall Breakers,Dart Goblin,Skeletons,#LLGJVLYQP,11050,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball
#PL8VCJQQ,11205,Cannon,Inferno Dragon,Tornado,Lightning,Golden Knight,Electro Giant,The Log,Fire Spirit,#LLGJVLYQP,11195,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball
#Y8VQCR0GJ,11345,Dart Goblin,Goblin Barrel,Valkyrie,Arrows,Mini P.E.K.K.A,Executioner,Princess,Skeleton Army,#LLGJVLYQP,11345,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball
#LLGJVLYQP,11200,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#2YQ8LVRJC,11195,Skeletons,Archers,Hog Rider,Witch,P.E.K.K.A,Elite Barbarians,Musketeer,Rage
#LLGJVLYQP,11060,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#Y0RLCYGY9,11040,Bats,Mega Knight,Mini P.E.K.K.A,The Log,Goblin Gang,Skeleton Barrel,Fireball,Dart Goblin
#LLGJVLYQP,10905,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#22PJVPU2P,10920,Mega Knight,Wizard,Fireball,Goblin Barrel,Witch,Rage,Mini P.E.K.K.A,Baby Dragon
#LLGJVLYQP,10755,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#LUYJ0RURP,10755,Firecracker,Tesla,Knight,The Log,Hog Rider,Electro Spirit,Skeleton Barrel,Fireball
#LLGJVLYQP,10610,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#CUQRJG00U,10600,Mega Knight,Firecracker,Valkyrie,Dart Goblin,Goblin Barrel,Goblins,Spear Goblins,Witch
#LLGJVLYQP,10460,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#QYRYJ88QR,10465,Mega Knight,Firecracker,Valkyrie,Witch,Barbarian Barrel,Knight,Bats,Zap
#LLGJVLYQP,10310,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#CGLL0U8YG,10320,Cannon,Skeletons,Fireball,Mirror,Musketeer,The Log,Ice Spirit,Hog Rider
#LLGJVLYQP,10150,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#20JP8RULCL,10180,Valkyrie,Zap,Balloon,Guards,Lava Hound,Inferno Dragon,Skeleton Dragons,Void
#LLGJVLYQP,10000,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#20G9PUVGVY,10000,P.E.K.K.A,Goblin Giant,Bomber,Mega Minion,Goblin Machine,Rage,Lightning,Goblin Curse
#209UG8PVU9,10000,Knight,Goblin Cage,Baby Dragon,Ice Wizard,Poison,Graveyard,Tornado,Barbarian Barrel,#LLGJVLYQP,10005,Valkyrie,Cannon,Elite Barbarians,Goblin Gang,Boss Bandit,Minions,The Log,Rage
#209UUC9JCY,10155,Valkyrie,Wizard,Giant,Skeleton Army,Hog Rider,Inferno Dragon,Fireball,Goblin Barrel,#LLGJVLYQP,10150,P.E.K.K.A,Firecracker,Valkyrie,Elite Barbarians,Ice Spirit,Skeletons,Rage,The Log
#LLGJVLYQP,10000,P.E.K.K.A,Firecracker,Valkyrie,Elite Barbarians,Ice Spirit,Skeletons,Rage,The Log,#VPCG9L200,10000,Barbarians,Night Witch,Fisherman,Elixir Golem,Little Prince,Arrows,Freeze,Poison
#UCRPCG980,10000,Valkyrie,Tesla,Goblin Barrel,Firecracker,Fireball,Princess,Goblin Gang,The Log,#LLGJVLYQP,10000,Firecracker,Royal Giant,Skeletons,Mega Knight,Arrows,Electro Wizard,Goblin Barrel,Bats
#209UG892JQ,10000,Valkyrie,Mega Knight,Balloon,Skeleton Army,Minion Horde,Arrows,Mirror,Lightning,#LLGJVLYQP,10000,Barbarians,Wizard,Inferno Tower,Baby Dragon,Mega Knight,Balloon,Miner,Skeleton Army
#J8GV9CL,10000,Firecracker,Mega Knight,Goblin Barrel,Electro Wizard,Zap,Prince,Ice Spirit,Dart Goblin,#LLGJVLYQP,10010,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball
#R0U9JCY2G,10165,Firecracker,P.E.K.K.A,Fireball,Valkyrie,Electro Wizard,Bandit,Zap,Dark Prince,#LLGJVLYQP,10150,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball
#LLGJVLYQP,10000,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#P82VVRV9U,10000,Archers,Goblin Barrel,Princess,Prince,Boss Bandit,Goblin Gang,Rascals,Arrows
#LLGJVLYQP,9975,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#C0L2YQLU,9942,Firecracker,Valkyrie,Zap,Hog Rider,Elite Barbarians,Goblin Gang,Witch,Dart Goblin
#LLGJVLYQP,9948,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#9JRR29J90,9920,Cannon,Ice Spirit,Skeletons,Hog Rider,Ice Golem,The Log,Musketeer,Fireball
#U0LCJ2RUC,9992,Valkyrie,Mega Knight,Goblin Gang,The Log,Goblin Barrel,Firecracker,Hog Rider,Wizard,#LLGJVLYQP,9976,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball
#LLGJVLYQP,9948,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#C9YUG9VL9,9931,Mega Knight,Firecracker,Balloon,Dart Goblin,Skeletons,Goblin Gang,Fireball,Giant Snowball
#QU0UVVQ82,9973,P.E.K.K.A,Wizard,Balloon,Skeleton Army,Freeze,Firecracker,Minion Horde,Lumberjack,#LLGJVLYQP,9978,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball
#LLGJVLYQP,9951,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#28PCG8UY0,9927,Knight,Tesla,Hog Rider,Minions,Skeletons,The Log,Wizard,Fireball
#LLGJVLYQP,9921,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#2YYYPJ9PJ,9930,Royal Ghost,Executioner,Goblin Barrel,Hunter,Little Prince,Bandit,Princess,Goblin Curse
#L28JJ08PL,9942,Valkyrie,Skeleton Army,Electro Wizard,The Log,Hog Rider,Inferno Tower,Fireball,Zap,#LLGJVLYQP,9951,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball
#PGJYPJ9QJ,9984,Mega Knight,Skeleton Army,The Log,Balloon,Freeze,Mini P.E.K.K.A,Firecracker,Bats,#LLGJVLYQP,9980,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball
#LLGJVLYQP,9952,Cannon,Skeleton Army,Electro Wizard,The Log,Little Prince,Bowler,Hog Rider,Fireball,#GGQQLC9V9,9929,Knight,Tesla,Goblin Barrel,Goblin Gang,Rocket,The Log,Ice Spirit,Princess
#YUU2URRP,10300,Knight,Lumberjack,Bandit,Zap,Bats,Battle Ram,Goblin Gang,Fireball,#2Q0PL8YR8,10315,Knight,Tesla,Zap,Fireball,Boss Bandit,Hog Rider,Goblin Gang,Bats
#8QQQJVY02,10450,Firecracker,Mega Knight,Giant Skeleton,Sparky,Balloon,Freeze,Rocket,Witch,#2Q0PL8YR8,10470,Knight,Tesla,Zap,Fireball,Boss Bandit,Hog Rider,Goblin Gang,Bats
#U2LQQR2P0,10000,Firecracker,Mega Knight,Electro Giant,Zap,Musketeer,Cannon,Skeletons,Ice Spirit,#2Q0PL8YR8,10000,Mirror,Giant Skeleton,Wall Breakers,Skeleton Army,X-Bow,Mini P.E.K.K.A,Minion Horde,Arrows
#2Q0PL8YR8,10000,Skeleton Barrel,Tesla,Poison,Firecracker,Hog Rider,Royal Hogs,The Log,Royal Recruits,#2VR2G98PU,9500,Clone,Rocket,Lightning,Sparky,Night Witch,Furnace,P.E.K.K.A,Mega Knight
#9JVQC8Q9P,10615,Archers,Firecracker,Hog Rider,Little Prince,The Log,Knight,Earthquake,Bomb Tower,#2Q0PL8YR8,10620,Knight,Tesla,Zap,Fireball,Boss Bandit,Hog Rider,Goblin Gang,Bats
#9JRUUVU92,10760,Mega Knight,Firecracker,Dart Goblin,Barbarians,The Log,Hog Rider,Zap,Musketeer,#2Q0PL8YR8,10770,Knight,Tesla,Zap,Fireball,Boss Bandit,Hog Rider,Goblin Gang,Bats
#2Q0PL8YR8,10615,Knight,Tesla,Zap,Fireball,Boss Bandit,Hog Rider,Goblin Gang,Bats,#89RV0UC0Y,10630,Wall Breakers,Knight,Spear Goblins,The Log,Tornado,Magic Archer,Bomb Tower,Miner
#2Q0PL8YR8,10465,Knight,Tesla,Zap,Fireball,Boss Bandit,Hog Rider,Goblin Gang,Bats,#PL9YPURV,10475,Firecracker,Executioner,Hog Rider,Mega Knight,Skeletons,Tesla,The Log,Mini P.E.K.K.A
#VQGRPG9C,10605,Cannon,Skeletons,Ice Golem,Ice Spirit,Musketeer,Fireball,The Log,Hog Rider,#2Q0PL8YR8,10615,Bats,Lumberjack,Arrows,Balloon,The Log,Goblin Gang,Golden Knight,Skeleton Army
#88R0CCRQP,10745,Mega Knight,Firecracker,Arrows,Minions,Tesla,Hog Rider,Ice Wizard,Fire Spirit,#2Q0PL8YR8,10775,Bats,Lumberjack,Arrows,Balloon,The Log,Goblin Gang,Golden Knight,Skeleton Army
#2Q0PL8YR8,10605,Bats,Lumberjack,Arrows,Balloon,The Log,Goblin Gang,Golden Knight,Skeleton Army,#VRLLRPC2C,10655,Wall Breakers,Valkyrie,Cannon,Vines,Goblin Gang,Dart Goblin,Ice Spirit,Goblin Barrel
#2Q0PL8YR8,10455,Bats,Lumberjack,Arrows,Balloon,The Log,Goblin Gang,Golden Knight,Skeleton Army,#VPYGQ090J,10465,Royal Recruits,Electro Dragon,Inferno Dragon,Electro Wizard,Mega Knight,Elixir Golem,Archer Queen,Arrows
#2Q0PL8YR8,10310,Bats,Lumberjack,Arrows,Balloon,The Log,Goblin Gang,Golden Knight,Skeleton Army,#L28VL9P8J,10305,Firecracker,Mega Knight,Dart Goblin,Tombstone,Freeze,Arrows,Goblin Barrel,Valkyrie
#2Q0PL8YR8,10150,Bats,Lumberjack,Arrows,Balloon,The Log,Goblin Gang,Golden Knight,Skeleton Army,#20Y2VCYL8J,10175,P.E.K.K.A,Electro Dragon,Balloon,Ice Wizard,Lumberjack,Freeze,Tornado,Barbarian Barrel
#2Q0PL8YR8,10000,Bats,Lumberjack,Arrows,Balloon,The Log,Goblin Gang,Golden Knight,Skeleton Army,#UUJ2VUJU0,10000,Wizard,Lumberjack,Electro Spirit,Fisherman,Royal Giant,Fireball,Arrows,P.E.K.K.A
